,name,income,expend
6871,Williston's Gift,9840.0,9751.0
41655,The Montgomery Waterway Restoration Trust,9639.0,6381.0
119810,The Avenue School,9627.0,19524.0
26351,The Friends of St Mary's,9493.0,610.0
20638,Pangbourne and District Volunteer Centre,9374.0,8450.0
78853,Sudan Volunteer Programme,9107.0,10937.0
113420,Adam Rogers Trust,9095.0,277.0
123140,St Catharine's Pag,9024.0,26833.0
1764,Pudsey Council for Voluntary Service,8947.0,8708.0
51993,Didcot Volunteer Centre,8937.0,6378.0
83154,Representative Council of North East Jewry,8928.0,6633.0
11941,Lichfield and Bilston Drill Halls Trust Fund,8872.0,9500.0
41990,Grangetown Community Concern,8688.0,8789.0
70984,People in Harmony,8639.0,8041.0
17425,Essex Healers Association,8510.0,6382.0
78478,Careplus,8339.0,12858.0
13104,Blackpool Drill Hall (Yorkshire Street) Trust,8261.0,9861.0
7017,Ulnes-Walton Charitable Fund,8221.0,6030.0
17823,Braunton Volunteers,8214.0,7289.0
118539,Council for Subject Associations,8212.0,10819.0
56897,British Society for Cardiovascular Research,8182.0,42069.0
1809,Charity of John Rogers,8099.0,20947.0
75020,Bangladesh Council,7978.0,6589.0
2481,The Ray Society,7904.0,13985.0
27182,The Adventure Service Challenge Scheme,7877.0,3647.0
58813,National Association for Mental After-Care in Registered Care Homes,7860.0,7812.0
106056,Brewood and District Community First Responder Group,7849.0,6794.0
56055,9f Locomotive Charitable Trust Company,7675.0,20280.0
18798,Bracknell Volunteer Centre,7655.0,5640.0
125435,Helping Hearts,7500.0,7000.0
54036,Shropshire Union Fly-Boat Restoration Society Limited,7357.0,13536.0
20759,The Amersham Society,7353.0,7069.0
22656,Maidenhead Volunteer Bureau,7341.0,8202.0
68914,South East Reserves and Cadets Welfare Fund,7097.0,1457.0
78543,Ryedale Cameras in Action,7006.0,7364.0
2357,Bournemouth Voluntary Care Committee for Tuberculosis and Diseases of the Chest,6960.0,7724.0
75715,The Michael and Lotti Sturge Charitable Trust,6931.0,7120.0
71195,British Association for Psychological Type,6794.0,5019.0
70599,Brecknock Play Network,6701.0,10340.0
124206,Friends of Cantref Association,6676.0,4912.0
24277,Earley Volunteer Driver Bureau,6535.0,4473.0
17504,The Midhurst Society,6511.0,5526.0
36603,Scolma (The UK Libraries and Archives Group on Africa),6490.0,7699.0
28349,The Boddington Trust Fund,6480.0,3301.0
102468,Carnforth and District Twinning Association in Association with Sailly Sur La Lys,6329.0,4826.0
26219,Guild of Drama Adjudicators,6291.0,7230.0
84852,Burradon and Camperdown Forum,6207.0,3192.0
84669,Devon and Cornwall Community Watch Association,6144.0,9131.0
58023,European Academy of Childhood Disability,6030.0,8772.0
42461,Birmingham Young Volunteers Association Limited,6000.0,6000.0
