,name,income,expend
116850,The Fairgreen Trust for the Arts and Aged,10000.0,9997.0
105438,Judy Appleman Foundation,10000.0,10000.0
20566,Exeter Arts Council,10000.0,10000.0
129531,Music and Health in the Community,10000.0,9970.0
127384,Champions Abc,10000.0,8800.0
79294,The Loughborough War Memorial Museum,9999.0,9060.0
106592,Leyton United Football Youth Community Academy,9998.0,9942.0
39134,Droitwich Concert Club,9995.0,10564.0
92769,Saddleworth Round Table Charitable Trust Fund,9993.0,11336.0
72789,Plymouth Round Table No 246,9987.0,5788.0
57392,The Drake Trust,9977.0,7658.0
52480,Emneth Playing Field Committee,9976.0,10550.0
19137,The South Island Trust,9974.0,2862.0
22532,Chesham Theatre Company,9964.0,14427.0
80828,Thame and District Round Table Charity,9959.0,12383.0
50344,Phase One Steel Orchestra Association,9955.0,9965.0
28960,Southall Operatic Company,9954.0,11036.0
75422,Youth Adventure Tameside,9953.0,9500.0
75466,Verwood Memorial Recreation Ground,9928.0,9928.0
31269,Berry Hill Memorial Institution and Recreation Ground,9921.0,14117.0
38230,The Spofforth Village Society,9916.0,8384.0
108289,Rutland Rotaract Family Support Centre,9912.0,13075.0
77150,Darlington Bondgate Round Table Charitable Trust,9902.0,13527.0
85993,The Consuta Trust,9901.0,8426.0
110674,The Simms Reeve Institute Brancaster,9899.0,3446.0
40235,The Oswestry and District Arts Association,9898.0,5731.0
25547,Northfleet Brass,9896.0,6721.0
48004,Wombwell Main Miners' Welfare Scheme,9883.0,9883.0
97188,Canterbury and District Round Table No.234 Charitable Trust Fund,9867.0,9283.0
100521,House on Crutches Museum Collection Trust,9858.0,7815.0
55937,Mark Jones Memorial Trust Fund,9851.0,1900.0
24612,Friends of Gunnersbury Park and Museum,9847.0,4695.0
109512,South Western Federation of Museums and Art Galleries,9847.0,7159.0
53468,Thames Valley Early Music Forum,9841.0,10934.0
92618,The Welsh Sports Hall of Fame,9839.0,10165.0
57559,Hathern Recreation Association,9835.0,10935.0
