,name,income,expend
126068,Positive Activites Ltd,9957.0,394.0
91078,Selby District Leisurability Group for People with Learning/Physical Disabilities,9885.0,9885.0
128354,British Ethnic Trust,9860.0,8849.0
126328,Status 4 All,9832.0,9410.0
120045,Crowborough University of the Third Age,9811.0,7650.0
110385,Durham Locomotive Preservations Group (Dlpg),9798.0,9866.0
100304,Al-Falah Centre,9730.0,9469.0
120867,"Friends of St Peter's, Market Bosworth",9678.0,6402.0
96898,Hythe 2000 Charitable Trust,9567.0,3870.0
135981,Derwent Valley Bridge,9538.0,7161.0
119660,The Brampton Woodworkers Club,9459.0,9094.0
124949,British Inspiration Trust,9446.0,33052.0
128705,Walk-in-Space,9443.0,8077.0
123810,St Matthews High Brooms Pfa,9377.0,2353.0
124829,Navy Training Corps,9362.0,10887.0
65813,Atlantic Challenge GB Maritime Training Trust,9335.0,5502.0
102064,The Occold Trust,9320.0,4444.0
121332,Ashford St Marys Parent Staff Association,9312.0,9564.0
117671,North Nibley Recreation Field,9255.0,4785.0
108921,The Mens Room Trust,9123.0,8971.0
101229,The Sudbury Group of the Third Age Trust,9055.0,6321.0
91675,Right Employment Limited,9028.0,4333.0
104291,Cirque Du Ciel Ltd,9025.0,10318.0
7239,Toc H and All Hallows Trust,8894.0,4906.0
124039,Phunzira,8891.0,19630.0
135663,Our Patch Charity,8875.0,2338.0
136196,Hull Veterans Support Centre,8869.0,6052.0
119483,Kingswinford and District U3A,8851.0,7288.0
36280,Electrical Contracting Industry Further Education Fund,8823.0,12673.0
99205,"The Community Support Project, Greater London",8765.0,8700.0
114547,Seeing Hands Nepal,8692.0,7328.0
116777,Watford Park University of the Third Age,8673.0,6477.0
133667,Dairy Futures,8649.0,7900.0
136389,Elearning Industry Charity,8615.0,8615.0
101887,The Outlook Training Organisation,8590.0,4280.0
123373,"St Paulinus Parents, Teachers and Friends Association",8590.0,5689.0
125144,MC Fund,8564.0,8082.0
54642,The Friends of Claygate Day Centre for Retired People,8508.0,8304.0
130605,Whickham Hermitage Community Garden Limited,8410.0,4149.0
122243,"St Margaret Clitherow School - Parents, Staff and Friends Association",8323.0,3368.0
45140,West Hallam and District Ploughing and Hedgecutting Association,8263.0,8140.0
126541,Friends of Ysgol Deganwy,8242.0,7139.0
133832,South Staffordshire Work Clubs,8206.0,12111.0
37790,The Potton Charitable Trust,8166.0,28600.0
29639,Workbase Training,8157.0,18234.0
122921,Bracknell Executive Job Club Limited,8075.0,6750.0
108288,Wavertree / Edgehill Learning Centre Limited,8050.0,7550.0
76853,Peacock Trust (United Kingdom),8028.0,7300.0
