,name,income,expend
34152,Mid Sussex District Scouts,99445.0,104362.0
31697,1st Ockendon Scout Group,99165.0,71142.0
46853,Clifton Boys' Club and All Whites Football Club,98722.0,98247.0
45855,Reivers District Scout Council,98712.0,105774.0
107635,12th Rugby (Christchurch) Scout Group,98613.0,152103.0
18732,Greater London North County Scout Council,97849.0,108208.0
48580,Burnley Boys & Girls Club,97274.0,94853.0
78885,Coventry Boys and Girls Club,96887.0,128196.0
112762,Neston Community Youth Centre Limited,96840.0,96120.0
91127,Ellesmere Youth Project,96552.0,104433.0
48547,West Glamorgan Girl Guides Association,96272.0,71542.0
62163,Central Nottinghamshire District Scout Council,96218.0,105265.0
124919,The Deans Youth Project,95396.0,85467.0
48548,Glamorgan West Area Scout Council,95341.0,74623.0
131371,Edge Hill Youth Club,95127.0,107537.0
32611,Romford District Scout Council,95042.0,78682.0
89002,Derby East Scout District,94446.0,71400.0
17287,The Discovery Sailing Project,94175.0,67352.0
81771,Ormskirk & District Scouts,94114.0,84214.0
25972,Gordano District Scout Council,94031.0,94832.0
39366,Tynemouth District Scout Council,93892.0,134466.0
65850,The Guide Association - Shropshire County,93514.0,59112.0
34141,Brighton & Hove District Scout Council,93180.0,88531.0
34163,Hastings Rye and District Scout Council,93016.0,129646.0
27138,1st Ottery St Mary Scout Group,92895.0,43105.0
112699,Southampton City District Scout Council,92376.0,96760.0
34056,1st Cuddington Sea Scout Group,92110.0,74543.0
32474,The Thanet District Scout Council,90900.0,57915.0
74922,Youth Projects International,90462.0,94866.0
32646,4th Thames Ditton Ajax Sea Scouts,90408.0,72304.0
32354,Kingston and District Unit 203 of the Sea Cadet Corps,89832.0,80901.0
58968,West Mercia County Guides,89715.0,68156.0
65214,Kent Weald County Girl Guides,89547.0,86084.0
32058,Ware District Scout Council,89156.0,90050.0
65057,Fareham West District Scout Council,88699.0,78694.0
58578,1st Lilliput Sea Scouts,88658.0,97344.0
32675,14th Richmond 'Viking' Scout Boating Centre,88609.0,98127.0
63618,Clwyd County Guides,88175.0,76354.0
118487,Barnet Borough District Scout Council,88142.0,135568.0
48395,Humberside County Scout Council,87224.0,80212.0
48357,2nd Warwick Sea Scout Group,86228.0,86863.0
95557,Red House Youth Projects Trust,86147.0,45432.0
48507,1st Saltney Ferry Scout and Guide Group,86142.0,112869.0
96632,Didcot Train Youth Project,85856.0,84782.0
59838,Farnham District Scout Council,85452.0,87042.0
130038,The Boys' Brigade - London District,85383.0,85391.0
62219,Milton Keynes Division Guide Association,85115.0,92353.0
34899,Brighton Unit 55 of the Sea Cadet Corps,84320.0,45420.0
48307,11th Stoke-on-Trent and Newcastle (Kidsgrove) Scout Group,84211.0,71565.0
30741,Bideford and District Unit 35 of the Sea Cadet Corps,84164.0,86457.0
48584,18th Bradford South (Queensbury-Try Hards) Scout Group,84060.0,85441.0
50785,Fylde District Scout Council,83818.0,65349.0
46482,Wigan District Scout Council,83587.0,65936.0
46459,Southport District Scout Council,83566.0,83017.0
48333,The Guide Association Birmingham,83068.0,105800.0
102161,Viking Centre & Youth Club Limited,82721.0,61268.0
51268,Harrogate and Nidderdale District Scout Council,82533.0,76292.0
21485,Baden-Powell Scouts' Association,82514.0,53414.0
30710,Cambridgeshire County Scout Council,82450.0,157425.0
58053,The Guide Association County of Manchester,82321.0,76238.0
34024,1st Oulton Broad Sea Scouts,82313.0,51994.0
32600,Haringey District Scout Council,82195.0,81671.0
48505,Wrexham District Scout Council,82175.0,74132.0
90912,North Leeds District Scout Council,81875.0,73748.0
34178,Crawley District Scout Council,81420.0,68959.0
32659,22nd Wimbledon Scout Group,81079.0,55701.0
34134,County of Surrey East Guide Association,80466.0,65759.0
39756,Cleveland Scout Council,80424.0,138771.0
32685,Sutton District Scout Council,80408.0,77890.0
46514,Loughborough District Scout Council,80305.0,48707.0
42264,Cardiff and the Vale of Glamorgan Area Scout Council,79887.0,73201.0
23552,The Guide Association County of Sussex East,79776.0,45652.0
31834,Hamble Sea Scout Group,79735.0,39692.0
38872,Penarth District Scout Council,79408.0,71637.0
46279,South Marches District Scout Council,79369.0,73472.0
38991,Bispham Hall Scout Estate,79336.0,50114.0
46171,Lancaster Boys and Girls Club,79031.0,96262.0
32433,"Canterbury, Whitstable and Herne Bay District Scout Council",78879.0,66996.0
34017,11th Ipswich Scout Group,78453.0,109893.0
24234,1st Burghfield Scout Group,78369.0,92135.0
34019,Ipswich Scout District Liason Committee,78258.0,74313.0
70955,Southend Estuary District Scout Council,78096.0,73977.0
46473,5th Urmston (Aquilifer) Scout Group,78095.0,57719.0
46200,North Manchester Boys' Club and Youth Club,77744.0,62475.0
66567,Gradbach Scout Camp,77659.0,51182.0
47326,Bradby Club for Young People,76878.0,114222.0
102558,Bibbys Farm Limited,76840.0,91462.0
31818,Romsey District Scout Council,76571.0,81449.0
31670,1st Danbury Scout Group,76310.0,54376.0
125337,Pit-Stop Youth Project Limited,76178.0,104690.0
62373,Lonsdale District Scout Council,76130.0,72089.0
48337,3rd Coventry Scout Group,75935.0,69705.0
99614,Girlguiding Hagley Division,75847.0,74675.0
33156,8th St Marylebone Scout Group,75754.0,94614.0
119646,Cotswold Edge District Scout Council,75712.0,76843.0
34263,Girls Venture Corps Air Cadets,75221.0,75688.0
20312,Northampton Unit 255 of the Sea Cadet Corps,74263.0,22870.0
31798,Lymington Sea Scouts 9th New Forest (South) Group,74026.0,84518.0
110466,This Way Up Youth Project,73982.0,74311.0
33980,Wroughton Youth Adventure Centre,73833.0,76093.0
32596,First Royal Eltham (Holy Trinity) Scout Group,73781.0,31334.0
86652,"St Michael's Centre, Fulham",73718.0,72535.0
126131,4th Huddersfield Golcar Scout Group,73650.0,61067.0
31681,1st Hatfield Peverel Scout Group,73414.0,79092.0
41771,1st Mile Oak (ST Barnabas) Sea Scout Group,73101.0,66549.0
