,name,income,expend
45999,Murton Recreational Charity,99318.0,205676.0
38523,Turton Memorial Hall,98560.0,103241.0
31127,Corringham Hall,96744.0,97785.0
73061,Field Dalling and Saxlingham Village Hall,96185.0,97403.0
95112,Rainworth Village Hall Management Committee,92278.0,94048.0
68354,St Mary's Bay Village Hall,91921.0,61418.0
33979,The Ellendune Hall Trust,91025.0,74578.0
33833,Pulborough Social Centre,89171.0,89406.0
47450,Offenham Village Hall,89060.0,107021.0
39098,The Barnetby Village Hall Committee,88429.0,79056.0
46693,Toynton Village Hall,88375.0,3147.0
38903,Thornton Hough Village Hall,86757.0,64004.0
66775,Chidham & Hambrook Village Hall,86356.0,82704.0
49344,The Kepier Trust,86266.0,86108.0
129295,Flordon Community Trust,86101.0,81434.0
32063,The Buckden Recreation Ground and Village Hall Trust,86084.0,88861.0
30726,Axminster Guildhall,84241.0,84082.0
49177,Arnside Educational Institute,83942.0,53820.0
31584,Otterbourne Village Hall,83461.0,81333.0
89550,Letcombe Regis Recreational Ground & Village Hall,83082.0,80197.0
45843,Scarth Memorial Hall,82778.0,82778.0
6542,North Ferriby Village Hall Trust,82591.0,78157.0
30753,Village Hall,82531.0,55457.0
12685,King Edward Hall,81753.0,73336.0
32249,Memorial Hall Wilmington,81345.0,103835.0
29926,New Green Community Trust,81097.0,90621.0
27094,Wymondham Central Hall,80730.0,84504.0
47911,Aberporth Village Hall and Recreation Ground,80080.0,11441.0
31401,The Warmley War Memorial Hall and Community Centre,78885.0,87704.0
33169,Compton Dundon and Littleton Village Hall,78468.0,60770.0
45550,The Upton Victory Hall,78221.0,89623.0
66799,Lymm Village Preschool,78164.0,76455.0
53754,East Horsley Village Hall,77675.0,69939.0
126462,Witham Public Hall Trust Limited,76856.0,75211.0
13359,Hempstead Village Hall Management Committee,76371.0,86551.0
50571,The Bedale Hall Trust,75545.0,100005.0
135195,Tylorstown Welfare Hall Limited,75094.0,73520.0
32863,Taverham Village Hall,75022.0,78721.0
97975,Long Clawson Village Hall and Recreation Ground,74351.0,81169.0
7741,The Holmbury St Mary Village Hall Trust,74322.0,71521.0
31223,Takeley Village Hall,73898.0,24618.0
31119,Mark Hall and Netteswell Community Centre,73682.0,104694.0
41383,Antrobus Village Hall,73552.0,63267.0
50721,Gunness Village Hall Fund,73325.0,14904.0
47946,Public Memorial Hall and Recreation Ground,73198.0,71576.0
88440,North Kyme Village Hall,72693.0,60722.0
47107,Codsall Village Hall and Playing Fields,72143.0,74747.0
40877,The Shirley Institute,71436.0,68092.0
30754,Broadhempston Village Hall and Playing Field Trust,71353.0,55731.0
16944,The Leverstock Green Village Association,71310.0,66675.0
60258,Bugbrooke Village Hall Pre-School,71119.0,70855.0
126444,Wribbenhall Parish Room Committee,70875.0,75046.0
132858,Sneyd Green Community Hall Association,70477.0,41336.0
79311,Terrington Village Hall and Recreation Ground,69485.0,18243.0
32988,Brownes  Hall,68929.0,57369.0
5005,The Diamond Jubilee Town Hall,68779.0,52930.0
10144,St James' Institute,68631.0,80003.0
72554,Welcome Hall Limited,68205.0,71270.0
88221,Biddulph Moor Village Hall,67877.0,73955.0
33659,Battle Memorial Hall,67785.0,56311.0
30188,Bromham Village Hall,67769.0,55871.0
89514,Lupset Jubilee Hall Community Centre,67523.0,80086.0
87024,Hedge End Village Hall Pre-School,67510.0,50674.0
128791,Glusburn Community & Arts Centre,67349.0,65561.0
115838,Kiveton Park & Wales Village Hall,66577.0,94305.0
23695,North Weald Village Hall,65471.0,62965.0
47894,Scholes Village Hall,65346.0,20612.0
8673,"The Newport Memorial Hall (Neuadd Goffa, Trefdraeth)",65325.0,54548.0
31270,Bishops Cleeve Village Hall,64919.0,37534.0
31362,The Painswick Centre,64692.0,75448.0
990,Purton Institute and Village Hall,64426.0,66114.0
31951,The Shephall Community Association,64409.0,63339.0
17139,Kings Stanley Village Hall,64311.0,52879.0
31866,Chorleywood War Memorial Hall,64090.0,60985.0
93341,Memorial Hall Arts & Leisure Company,64051.0,38584.0
33786,Boxgrove Village Hall and Community Centre,63536.0,86565.0
9288,The Miners and Mechanics Institute,63324.0,797527.0
47821,The Hallam Community and Youth Association,63046.0,54998.0
9313,Wivelsfield Village Hall and Recreation Ground Charity,62615.0,57379.0
39929,Sadberge Village Hall Association,62582.0,60468.0
33810,Henfield Village Hall,62532.0,74366.0
116519,Ottershaw Village Hall,62362.0,21877.0
849,Westbury on Trym Village Hall,62169.0,45802.0
86882,East Dean and Friston Village Hall Trust,61512.0,52421.0
33501,Memorial Hall Walsham-Le-Willows,61483.0,65118.0
22716,Chelmers Village Hall,61104.0,55785.0
31017,Moreton Village Hall and Recreation Field,60651.0,36638.0
18324,St Leonards and St Ives Village Hall,60487.0,44864.0
