,name,income,expend
30543,1st Brightwell-Cum-Sotwell Scout Group,9999.0,10300.0
64320,1st/12th Leamington (Trinity) Scout Group,9993.0,6654.0
46441,6th Penwortham (ST Mary's) Scout Group,9989.0,11898.0
70341,12th Morley Scout Group,9987.0,7509.0
34129,The Pyrford Group of Boy Scouts,9978.0,7830.0
85678,1st Gilwern Scout Group,9971.0,8909.0
42574,13th Burton on Trent Scout Group,9969.0,8423.0
34076,1st Frimley Scout Group,9962.0,16035.0
41105,3rd Aberystwyth Scout Group,9955.0,7707.0
84062,First Bungay ( School ) Sea Scout Group,9951.0,11399.0
22238,High Littleton Scout Group,9947.0,7515.0
31073,1st Wimborne Minster Scout Group,9938.0,8761.0
33110,40th Oxford (Kennington) Sea Scout Group,9935.0,9226.0
44228,2nd Penn Scout Group,9931.0,8152.0
25059,1st Chelmsford Scout Group,9928.0,8991.0
22518,32nd Ipswich Scout Group,9924.0,13658.0
31106,Brentwood Unit 52 of the Sea Cadet Corps,9922.0,9053.0
64881,Chessington Scout Group,9919.0,10633.0
50452,1st Fordhouses Scout Group,9906.0,8107.0
42273,1st Marple Scout Group,9896.0,12282.0
45874,118th Derby Scout Group,9893.0,9851.0
31052,Weymouth Unit 360 of the Sea Cadet Corps,9881.0,8757.0
80887,1st Chigwell and Chigwell Row Scout Group,9873.0,9525.0
34194,1st Robertsbridge Scout Group,9873.0,10579.0
24900,Gateway Scout Group,9867.0,8535.0
45635,28th Wallasey (Catholic) Boy Scout Group,9864.0,8024.0
17872,Bexley and Lewisham Unit of the Sea Cadets Corps,9850.0,9674.0
52754,Sheerness Youth,9848.0,15154.0
67284,26th Colchester 1st Sea Scout Group,9844.0,9991.0
32606,4th Headstone(st Alban's Own) Scout Group,9841.0,8133.0
44304,3rd and 4th Ormskirk Guides and Brownies,9830.0,6526.0
45920,South Shields Division of the Guide Association,9828.0,15374.0
19556,1st Hawkhurst Scout Group,9828.0,8143.0
18897,European Scout Federation (British Association),9827.0,8246.0
19033,Mote Park Scout Group,9821.0,11782.0
30013,10th Dover Scout Group,9808.0,4729.0
31896,The Haileybury Club,9807.0,18578.0
22222,11th Letchworth Scout Group,9801.0,3290.0
32448,3rd Dover St Martins Scout Group,9799.0,6614.0
