,name,income,expend
113696,Sfumato Foundation,499990.0,518667.0
22612,The Barry Amiel and Norman Melburn Trust,497763.0,82407.0
111957,Embercombe,497042.0,451314.0
115053,The Spring Charity,495596.0,478408.0
57540,Hope Not Hate Educational Limited,492775.0,434538.0
68944,Learning to Work (South East) Limited,492045.0,500171.0
79365,Royal School for the Deaf Derby Trust Company,491150.0,491150.0
52348,Rent-a-Role Drama Service,490264.0,455205.0
86946,Amaze,489799.0,429916.0
105763,Ebrahim Community College,489737.0,666104.0
99282,Ellern Mede School,487849.0,386869.0
90647,The Poor School,486115.0,439274.0
112983,Bury Park Educational Institute,485930.0,528686.0
103794,The Johns Hopkins University (Usa) Foundation Limited,484590.0,435060.0
86520,The Raventhorpe School Trust Limited,481974.0,562538.0
92534,The Pensions Policy Institute,480420.0,454696.0
71498,Tameside Link,479588.0,472952.0
134598,The Diocese of Birmingham Educational Trust,477915.0,223358.0
114232,La Scuola Italiana a Londra,477151.0,263141.0
129175,Eaquals,476269.0,436331.0
118405,Fitzwilliam Information Services Trust Limited,473898.0,449058.0
122995,MGS Charitable Trust,473695.0,502777.0
76917,Dalewood Trust,469393.0,445873.0
92603,Enfield Parents and Children,463951.0,520980.0
89995,East Kent Education Business Partnership Ltd,461969.0,448694.0
133784,Aspire@southfields,458000.0,419859.0
95874,London Community College,457993.0,645925.0
89089,Dukes Barn Company,452871.0,408323.0
112722,The Mathematical Association,452484.0,477679.0
17826,The Countryside Education Trust,451609.0,431439.0
87788,Cumbria Youth Alliance,450916.0,397154.0
88631,Godolphin and Latymer School Bursary Fund,450416.0,230675.0
132178,The Calne Foundation Trust,450144.0,22527.0
91714,Danson Youth Trust,449089.0,420554.0
128055,New London Educational Trust,445218.0,411508.0
55967,Cheltenham College Charitable Trust,442331.0,732045.0
53744,Ravenscourt,437676.0,465906.0
113489,Nova New Opportunities,436350.0,481389.0
105344,Lighthouse Educational Society,436023.0,346402.0
79193,Down Syndrome Education International,435000.0,429000.0
132771,Woodlands Pre School & Nursery (Purfleet-on-Thames),434052.0,333503.0
71933,Branching Out,432483.0,413697.0
103799,Fix It (Uk) Limited,431860.0,442888.0
20939,Ashley Educational Trust Limited,430648.0,250592.0
34990,St Luke's Trust (Berkshire),429297.0,360469.0
86707,The Appleby Heritage Centre Limited,426952.0,428561.0
75285,Greentop Community Circus Cente Ltd,424766.0,425990.0
15047,Three Roses Homes Limited,424741.0,433284.0
106757,Beneficial Foundation,424342.0,497994.0
26210,Dyslexia Teaching Centre Trust,422503.0,458143.0
60273,Menter CWM Gwendraeth Elli Cyfyngedig,421262.0,500950.0
85507,Football Unites Racism Divides Educational Trust,419936.0,419117.0
35239,Kettering Old Grammar School Foundation,419822.0,472306.0
97767,Echo for Extra Choices in Herefordshire,419308.0,387381.0
54718,The Magdalen Environmental Trust,419244.0,409398.0
126733,The House of Fairy Tales,418465.0,279794.0
118315,Safar Academy Trust,416854.0,446404.0
86768,Masonic Care Limited,414687.0,405979.0
35594,The Coopers' Company and Coborn Educational Foundation,414359.0,193093.0
121262,Stevenage Educational Trust,412886.0,318530.0
108342,The Wavertree Charitable Trust,412085.0,369812.0
42938,Yeshivas Lubavitch Manchester,411139.0,587794.0
41659,Meanwood Valley Urban Farm Limited,410739.0,440059.0
134197,Student Union Lettings Limited,410663.0,210479.0
87766,View ( Dove ) Ltd,410302.0,465464.0
123078,Al-Madani Educational Trust Gloucester,408846.0,395636.0
3204,Lawrence Atwell's Charity (Skinners' Company),408757.0,372430.0
81069,Change (An Organisation for People with Both a Learning Disability and a Sensory Impairment),408548.0,372862.0
22406,The London Trust for Trinity College Dublin,407288.0,613506.0
86359,Choices 4 All,406837.0,378453.0
24125,Blackheath Montessori Centre Limited,405223.0,357836.0
101883,Guru Nanak Nishkam Education Trust,403284.0,428930.0
88077,The Lewes New School Limited,402807.0,400164.0
118872,The Smith Family Educational Foundation,402754.0,1002573.0
95495,Open Doors International Language School,402619.0,396210.0
40149,The Manchester High School for Girls General Charitable Trust,400698.0,544439.0
49436,The Malvernian Society Limited,399110.0,102103.0
104271,Angel Welfare and Education Trust,396013.0,390648.0
76494,The Cobnor Activities Centre Trust,394700.0,401508.0
83611,The Hampstead School of Art,394559.0,370129.0
78122,Cwmni'r Fran Wen Cyf,393533.0,355377.0
103959,Great Oaks Small School,392551.0,364204.0
29203,Park School,388983.0,291175.0
88417,Community Accounting Plus,388075.0,390655.0
48709,The Wrexham (Parochial) Educational Foundation,387546.0,354725.0
118239,Continu Trust,387429.0,488230.0
26192,The St Paul's Cathedral Chorister Trust,386494.0,207253.0
53085,Grangewood Educational Association,385914.0,455721.0
129719,The David Brownlow Charitable Foundation,385907.0,64258.0
111950,St Peter's (Winstanley) Children's Centre Ltd,384850.0,498809.0
3459,"St Olave, St Thomas and St John United Charity",384514.0,457896.0
85548,Lyme Regis Development Trust,384067.0,360802.0
95431,Jumping Through Hoops Limited,382329.0,691503.0
54475,The Association for Language Learning,381300.0,392423.0
107678,Women Connect First,381295.0,368889.0
58189,The Dharma Primary School,380976.0,407563.0
124816,Dingley Family and Specialist Early Years Centres,378614.0,347912.0
41669,Sir John Moore's School and Exhibition Foundation,378330.0,354076.0
19129,International Schools of Business Management Limited,378258.0,415959.0
127274,Yeshiva Gedoilah Torah Veyirah Limited,378198.0,284295.0
42291,Ripon Grammar School General Fund,377579.0,315429.0
77558,Whitecroft Education Trust,376854.0,156007.0
49205,Kelsick's Educational Foundation,374258.0,380765.0
28069,Fiveways School Trust,374017.0,208180.0
86393,Partnership for Learning,371125.0,347611.0
29231,Alder Bridge Association for Steiner-Waldorf Education,370178.0,369438.0
26205,Cranbrook School Trust,369328.0,404001.0
73588,Centre for Accessible Environments,369168.0,290285.0
96406,Setpoint Hertfordshire,367323.0,323171.0
34443,John Quiller Couch's Foundation,366144.0,870.0
29136,Springboard Hackney Trust,366000.0,254000.0
103933,Southend United Community & Educational Trust,364954.0,325470.0
101507,Cleethorpes Childcare,363138.0,353448.0
118544,Freedom Community Alliance,361935.0,378907.0
101192,Skidz the Wycombe Motor Project Limited,361863.0,357553.0
115112,Beis Chinuch Primary School Limited,360399.0,359402.0
85510,The International Space School Educational Trust,359286.0,372990.0
108098,The Inclusion Trust,354843.0,557894.0
90913,Tawhid Educational Trust,354379.0,337558.0
35241,Northampton Old Grammar School Foundation,354195.0,318452.0
69225,The Light Dragoons Regimental Charity,353754.0,160852.0
52150,The Melanie Ann Trust,353551.0,346647.0
134532,Liverpool Hope Students' Union,353430.0,360759.0
83124,The Henrietta Barnett School Trust,352833.0,339699.0
73097,Tadcaster Grammar School Fund,351364.0,313378.0
76155,Friends of Amma,348196.0,178091.0
49836,William Edwards Educational Charity,348126.0,325147.0
88872,The International Medical Education Trust 2000 Limited,346181.0,245907.0
101248,Al-Falah Educational Trust,344614.0,336460.0
95569,The Radford Educational Trust,342464.0,460612.0
109140,New Education Trust,339442.0,281454.0
109719,Media Standards Trust,339009.0,354608.0
54965,Publishing Qualifications Board,338919.0,338919.0
62879,Cambridge Steiner School Project,337222.0,343034.0
126300,Melton Learning Hub,334197.0,291597.0
101114,Mowatin: Gulf Centre for Democratic Development,333953.0,334000.0
70198,Spalding High School Fund,332539.0,327219.0
113264,Centre for Investigative Journalism Limited,331494.0,256803.0
85673,Paper Works (Harrogate) Limited,331305.0,286897.0
120748,Rmas Academy Central Fund,330310.0,422129.0
106215,The Association of Governing Bodies of Independent Schools,329733.0,291537.0
92003,Childhaven Care Services,325272.0,310660.0
79734,Cramlington Kids Club Limited,323625.0,294436.0
22060,Teaching Aids at Low Cost,322322.0,327576.0
107191,Schoolhouse Education,321740.0,384214.0
105132,Tracks Autism,318015.0,113279.0
117480,Canolfan a Mentor Gymraeg Merthyr Tudful,317943.0,329280.0
44221,Durham Johnston Comprehensive School Fund,316050.0,327703.0
129990,Walnuts Care Ltd.,315753.0,253179.0
23443,Winchester Shoei College Foundation,315675.0,325401.0
49817,Nicholas Chamberlaine's School Foundation,314900.0,321435.0
96239,Eastside Young Leaders' Academy,314391.0,449388.0
3022,Liverpool Medical Institution,312889.0,362177.0
92938,Academy of Social Sciences,311909.0,317222.0
51415,Fulford School Fund,311193.0,293275.0
108982,Menter Bro Ogwr,311189.0,295773.0
