,name,income,expend
82327,Buckland Old School Trust,24977.0,16251.0
125957,The Netley Abbey and Butlocks Heath Educational Trust,24972.0,12119.0
54091,Joseph Clarke School Trust,24934.0,9260.0
101521,Cuddington Community Primary School Fund,24773.0,21550.0
36147,Archbishop Tenison's School Foundation,24754.0,25863.0
123400,The David Lawrence Price Educational Trust,24750.0,24644.0
100679,The Derek Shuttleworth Educational Trust,24631.0,25400.0
55177,Hackblock Educational Charity,24605.0,9507.0
1160,Sutton Nursing Association,24578.0,21467.0
71446,Seathorne School Fund,24578.0,22555.0
97832,The Chinese in Britain Forum,24542.0,892.0
56924,The Kingston University of the Third Age,24528.0,22224.0
49263,Lady Southampton's School Foundation,24522.0,28087.0
40225,Herbert Educational Foundation,24520.0,24983.0
57500,The Holt School Trust,24504.0,0.0
90852,The Warrington U3A,24476.0,20605.0
125883,Abu Hurairah Educational Trust,24425.0,16838.0
50176,Charities in Connection with Newland Church of England School,24364.0,23530.0
133830,Thekwane Alumni Association,24362.0,90.0
80561,House Schools Trust,24344.0,1717.0
35118,Dame Elizabeth Holford's Charity,24344.0,19688.0
94999,The Old Berkhamstedians Trust Company Limited,24336.0,49356.0
117705,The William King Educational Trust,24330.0,23261.0
129823,Lansbury Make It Happen,24282.0,54300.0
103266,Charles Dickens School Fund,24266.0,18902.0
108352,The Murphy Scholarship Trust,24254.0,23011.0
120514,Alive and Kicking (Lincolnshire),24237.0,23552.0
76650,Gauntlet Auto Project Limited,24234.0,25760.0
131232,Pitmaston PTA,24219.0,23606.0
63857,South Lakes U3A,24211.0,27502.0
19106,The Tramway & Light Railway Society,24200.0,18209.0
67841,Cumberland Educational Foundation,24188.0,12898.0
41371,The Longdendale County High School Community Association,24132.0,18842.0
48967,"Baines Educational Trust, Marton, Blackpool",24092.0,1046.0
110134,The Akili Trust,24075.0,29318.0
74453,Porthcawl University of the Third Age,24069.0,24941.0
117178,Yoga for Health and Education Trust,23989.0,20583.0
134758,Burton Co-Operative Learning Trust,23966.0,27308.0
102931,Colchester High School Association,23958.0,25712.0
127200,Friends of St Charles RC Primary School,23938.0,20164.0
132720,KT School Trust,23860.0,28439.0
118210,Cassandra Learning Centre Ltd,23832.0,18802.0
101243,Bridgend Christian School,23784.0,25017.0
36671,The Henry and Christine Armitage Burtt Trust,23725.0,18560.0
73211,Wokingham University of the Third Age,23717.0,21862.0
71971,Turnditch Church of England (Aided) Primary School,23678.0,25862.0
49288,The Sunderland Orphanage and Educational Foundation,23650.0,24237.0
84129,St. Michaels Small School Association,23648.0,62782.0
132730,Tenterden Schools Christian Worker Trust,23631.0,29113.0
133935,The Ludgrove School Foundation,23619.0,7370.0
120040,Llandogo Early Years,23596.0,18437.0
84534,The Taylor and Hammond Educational Foundation,23568.0,23586.0
91487,Maldon and District University of the Third Age,23511.0,19801.0
66770,Burgess Hill University of the Third Age,23492.0,22216.0
135974,Al-Ghadeer Educational Trust,23416.0,28175.0
134720,Yate & Sodbury District University of the Third Age,23411.0,24458.0
34993,King Alfred's Educational Charity,23410.0,20405.0
113168,"Environmental Services Association Education Trust (""Esaet"")",23377.0,81791.0
133922,The West Wolds University of the Third Age,23354.0,23179.0
29748,St Paul's Community Centre - Marylebone,23347.0,38100.0
128770,Mary Lidstone Trust,23313.0,1623.0
50198,Bridlington School,23294.0,5720.0
55643,Latvian Educational Foundation 1990,23268.0,29524.0
120888,Friends of Mutale,23231.0,12572.0
55027,St James C of E School Appeals Association,23219.0,11726.0
116796,Helga Todd Teachers' Education Fund,23187.0,23653.0
73958,Keen Students School,23185.0,44505.0
45366,The Studley St Marys R C Junior and Infant School Building and Maintenance Fund,23168.0,23244.0
116179,Bedford's Enrichment and Support Trust,23162.0,23094.0
131223,Farnham School of Science and Art,23140.0,10410.0
120842,Olga Education & Training Project Trust,23093.0,23093.0
35866,The Stokes Croft Educational Foundation,23033.0,21693.0
102617,Lights for Learning,22977.0,17322.0
67936,N D Educational Trust,22944.0,8692.0
